Timestamp,Value
2024-08-26 08:15:00,64.40774956560242
2024-08-26 08:20:00,29.676725453948684
2024-08-26 08:25:00,15.595130491461484
2024-08-26 08:30:00,25.947462994780125
2024-08-26 08:35:00,17.62230845904763
2024-08-26 08:40:00,56.734829289013724
2024-08-26 08:45:00,44.808335047438696
2024-08-26 08:50:00,27.77095843768094
2024-08-26 08:55:00,31.793001609114867
2024-08-26 09:00:00,78.83787507756385
2024-08-26 09:05:00,21.166623384466043
2024-08-26 09:10:00,81.3485915496252
2024-08-26 09:15:00,99.3440417776827
2024-08-26 09:20:00,70.23068107824699
2024-08-26 09:25:00,41.66409703431927
2024-08-26 09:30:00,19.339462566906263
2024-08-26 09:35:00,65.6669690265959
2024-08-26 09:40:00,99.9729135368785
2024-08-26 09:45:00,45.7256078952942
2024-08-26 09:50:00,4.400195724758071
2024-08-26 09:55:00,59.59897992347201
2024-08-26 10:00:00,80.43732191079289
2024-08-26 10:05:00,72.25784579803735
2024-08-26 10:10:00,9.61241060865512
2024-08-26 10:15:00,27.508917870571093
2024-08-26 10:20:00,61.690052195013386
2024-08-26 10:25:00,6.411855782961928
2024-08-26 10:30:00,84.91530367395592
2024-08-26 10:35:00,22.567554107398045
2024-08-26 10:40:00,0.7454562408930054
2024-08-26 10:45:00,58.61014553927277
2024-08-26 10:50:00,45.701467919398894
2024-08-26 10:55:00,64.70987687262003
2024-08-26 11:00:00,35.8862302998438
2024-08-26 11:05:00,65.79469381204606
2024-08-26 11:10:00,53.2241125085498
2024-08-26 11:15:00,18.30290940910041
2024-08-26 11:20:00,1.8985217116058717
2024-08-26 11:25:00,60.856904433051994
2024-08-26 11:30:00,42.33320096553675
2024-08-26 11:35:00,83.17572460443692
2024-08-26 11:40:00,49.30798439124581
2024-08-26 11:45:00,60.95623534256887
2024-08-26 11:50:00,71.19051245817025
2024-08-26 11:55:00,48.108658858409726
2024-08-26 12:00:00,33.31742785219027
2024-08-26 12:05:00,35.75160328498508
2024-08-26 12:10:00,22.377384696179313
2024-08-26 12:15:00,14.429479342305685
2024-08-26 12:20:00,49.38980555061925
2024-08-26 12:25:00,76.87583647610111
2024-08-26 12:30:00,23.98434344977114
2024-08-26 12:35:00,97.90275174531293
2024-08-26 12:40:00,40.17205104851131
2024-08-26 12:45:00,56.238599698998456
2024-08-26 12:50:00,4.949724203804429
2024-08-26 12:55:00,80.29462148604313
2024-08-26 13:00:00,2.1192967373448
2024-08-26 13:05:00,38.854941303592504
2024-08-26 13:10:00,39.92893406504163
2024-08-26 13:15:00,17.81506640346565
2024-08-26 13:20:00,14.645569612719456
2024-08-26 13:25:00,93.1229928630634
2024-08-26 13:30:00,1.6046320894070099
2024-08-26 13:35:00,35.41317121887211
2024-08-26 13:40:00,30.653670333184348
2024-08-26 13:45:00,31.44402484262676
2024-08-26 13:50:00,59.454744252623236
2024-08-26 13:55:00,24.871802127428268
2024-08-26 14:00:00,80.92152611376571
2024-08-26 14:05:00,58.006886850366634
2024-08-26 14:10:00,75.88745403975032
2024-08-26 14:15:00,26.94314346697907
2024-08-26 14:20:00,99.54826844338578
2024-08-26 14:25:00,41.440066163435965
2024-08-26 14:30:00,13.501186177966707
2024-08-26 14:35:00,82.35189364086169
2024-08-26 14:40:00,67.46789430281576
2024-08-26 14:45:00,14.29388425094591
2024-08-26 14:50:00,6.936573012132574
2024-08-26 14:55:00,70.9032639153493
2024-08-26 15:00:00,68.96127743347076
2024-08-26 15:05:00,36.02554981503037
2024-08-26 15:10:00,97.34003662581763
2024-08-26 15:15:00,7.331168543213185
2024-08-26 15:20:00,80.8915374109537
2024-08-26 15:25:00,17.837721053346844
2024-08-26 15:30:00,32.57309866748497
2024-08-26 15:35:00,82.49842140626875
2024-08-26 15:40:00,51.67772178849395
2024-08-26 15:45:00,99.03858439341676
2024-08-26 15:50:00,41.678871786114
2024-08-26 15:55:00,43.74922970389947
2024-08-26 16:00:00,46.497064075515524
2024-08-26 16:05:00,11.385995549204718
2024-08-26 16:10:00,24.02452852484145
2024-08-26 16:15:00,91.10476275424057
2024-08-26 16:20:00,27.141735180491576
2024-08-26 16:25:00,30.973488991385768
2024-08-26 16:30:00,71.34284176302049
2024-08-26 16:35:00,4.999052395537795
2024-08-26 16:40:00,11.208940938226974
2024-08-26 16:45:00,50.38676094941401
2024-08-26 16:50:00,31.66278707567929
2024-08-26 16:55:00,17.006494461891354
2024-08-26 17:00:00,19.45303859461812
2024-08-26 17:05:00,62.29459808226356
2024-08-26 17:10:00,47.912552233115704
2024-08-26 17:15:00,3.131554026756478
2024-08-26 17:20:00,21.229812336638332
2024-08-26 17:25:00,32.80491788000489
2024-08-26 17:30:00,26.129602030328826
2024-08-26 17:35:00,80.40036431626524
2024-08-26 17:40:00,72.69803868441127
2024-08-26 17:45:00,90.83071027241336
2024-08-26 17:50:00,74.2732490615158
2024-08-26 17:55:00,30.202217554124445
2024-08-26 18:00:00,45.55452985679961
2024-08-26 18:05:00,39.01974728523757
2024-08-26 18:10:00,56.99134807252212
